annotation_approver,comment_count,created_at,id,label,text,updated_at,user
,0,2022-01-09T14:09:32.250517Z,1,3,@CNNIndonesia Mungkin keluarga ini mengendors Omicron. Yang susah rakyat kecil  https://t.co/oz7R5CI35M,2022-01-09T14:09:32.250517Z,1
,0,2022-01-09T14:17:00.201619Z,2,3,"Ngaco manehmah, yang bawa eta omicron orang kaya. Yang sengsara orang miskin. Cicing wae atuh di imah, teu ngartos acan",2022-01-09T14:17:00.201619Z,1
,0,2022-01-09T14:17:14.861117Z,3,2,"@dokterparu Wkwkwkwkw iy... feelingku akan jadi ""yaudah lah ya ~"".  IMO fase Omicron ini penentuan virusnya makin ganas atau makin lemah. We'll see in 1-2 months",2022-01-09T14:17:14.861117Z,1
,0,2022-01-09T14:17:20.958970Z,4,3,"Selamat memasuki 2 tahun WFH. Resiko Omicron meningkat, semakin menurun untuk peluang WFO.",2022-01-09T14:17:20.958970Z,1
,0,2022-01-09T14:17:47.082379Z,5,3,"Heran, orang² kok pada suka keluarga anang-ashanty???? I mean, ini keluarga tuh rada problematik, terutama si cewe yg pernah ngegas ngebela lakinya tahun berapa dah tuh, tapi sempat rame wkwk. Sekarang pulang liburan bawa omicron tsaay😅",2022-01-09T14:17:47.082379Z,1
,0,2022-01-09T14:17:58.320950Z,6,1,"Tadi pagi trendingnya mas Anang dengan model rambut baru. siang ini giliran mbk Ashanty yang trending karena diindikasi positif omicron. Cepat sembuh mbak, 💪",2022-01-09T14:17:58.320950Z,1
,0,2022-01-09T14:19:27.203731Z,7,1,"@feelonelyyy @tubirfess Btw emng omicron ini engga kyk delta ya, jd sbnrnya cukup isoman aja. Untungnya udh bnyk yg vaksin",2022-01-09T14:19:27.203731Z,1
,0,2022-01-09T14:19:43.682972Z,8,3,"hehe jan lupa abis ini di angkat jdi duta omicron ya ,,,",2022-01-09T14:19:43.682972Z,1
,0,2022-01-09T14:19:52.101065Z,9,1,"@mazzini_gsp Jangan terlalu menghujat bro,sekaligus kan ashanty ini bisa dijadiin kelinci percobaan klo dia yg punya auto imun aja gk bergejala berat dan selamat ya kita kan tenang aja ngadepin omicron ini",2022-01-09T14:19:52.101065Z,1
,0,2022-01-09T14:20:05.456705Z,10,2,"Selain penyanyi cantik tersebut,menantu dan anak, beserta beberapa keluarga dari besannya juga terkonfirmasi positif Covid-19 varian omicron, menurut catatan dari KBRI Ankara Turki, mereka kebanyakan berada di kota Istanbul dan Izmir yang merupakan destinasi wisata utama Turki",2022-01-09T14:20:05.456705Z,1
,0,2022-01-09T14:20:29.990605Z,11,3,"@Bisniscom dia sudah tau risiko mengabaikan himbauan pemerintah ,berlibur atau bepergian keluar negeri berisiko terpapar covid 19 Omicron",2022-01-09T14:20:29.990605Z,1
